feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,target
-3.4611199358919476,-1.1441161886235383,0.15219377980108464,-3.4543857689224313,1.3847875073682903,6.124190767458148,1.6149059259718217,-0.5249028612768583,1.2293691835821718,3.9459872198896684,2.247140127935582,-0.1771848754283862,3.6075210991744244,-1.7314453600424948,-0.7789206026117539,1.232630319073,-2.861427571667507,0.12246335925281096,1.475809645436334,0.13342691465345397,0
-0.7030009355297779,0.018099964323894817,0.961085968241973,-1.0971487556510802,0.7395234840549056,3.1798154679894726,0.4108338077809825,-1.918690568431045,1.4115117885397617,1.0827330550064505,0.48496476778022457,-0.06228182390564911,2.3476044505641465,0.8036974608753797,-0.39580218680513946,0.6426507130562684,-1.2793528668664105,-1.801922680689831,-1.450418241232103,0.0006268318364188177,2
0.6164156556638192,-0.2847904542827663,1.6653588124305174,-2.5389229446360817,2.0952885111185133,3.620207445717233,0.7668608673967203,-4.673696138311341,1.2856924464791224,-0.15961178419741429,-1.826430875523477,-0.34995827823602044,3.1575550568812765,-0.6768678259668166,0.5966700011324422,0.1233635551505523,-1.290250168140096,-3.339074521231173,0.17194140317400342,1.0803706831781659,1
0.3400068242747565,-0.6980016553104355,0.06770781001595248,-1.5388407128943349,-1.870061098685374,-0.523811956755928,0.9484257707181705,1.8218752040881032,0.7274621945320923,0.15096054511270507,-1.1344376813609016,-1.8957461434125769,0.9165598116295351,-1.5129506683718321,-3.4275888456267767,-1.0281646720348245,2.0284978537193394,0.30893937383789266,-0.45152601692168154,0.8209775618249165,0
0.7880110068361936,-0.2530073476011097,-1.7428879738170595,-0.7686944268748276,-2.1753814320391736,-0.24576248808527718,0.4633561570182974,2.239410320514814,0.17949336279124653,-0.24392532957908575,-2.835791525548136,1.4889450601163348,1.5697155880849132,-0.6881825933190304,-2.040467858725715,3.0424642146386063,-2.2472105216012634,5.295127016402758,-0.6074408952832138,-0.3066876363767765,0
-2.4855602659085596,2.8946841304733337,-0.553687515924103,0.05414503898221534,-0.2097180768228321,0.7999278163524361,-1.0361717752673318,-1.148373286041179,-0.18696842946794323,-0.032795206752414874,-3.5257579884479195,1.0484018731416267,-0.1319912858500032,1.9851256119586655,4.9705255855944355,-2.3508269660283547,-1.4525338463702238,2.019013554841197,0.11959795457485885,-0.4118713992431347,0
0.0873084643459221,0.8922098728099856,-0.2947110388441811,2.1216976251853645,-1.2188183332176559,-4.167959838014399,0.5555524818325563,2.1054120557906972,-0.6084600814322608,1.9636303869460414,-4.603256036349736,-1.1094755448397435,-0.971393850206822,4.2506720551157535,1.6446889118469126,-2.167392432539603,-1.0571453681090883,6.404387082302676,0.2181243696810031,-0.4854413691040997,0
-1.0350547723397616,1.5735429200497177,2.0515034709238975,2.6527653765003683,0.6249536980641566,0.8798386327418877,1.4701027817186962,0.5898498801684438,-1.522950449385224,-1.0549002378063923,1.1761547716076266,0.008521072738391776,1.3962502288582015,-0.13053567956644485,-2.821930423487389,2.4001556629508296,-2.8523792555260425,-1.3932333223537274,-0.3005156804971317,0.251331260458493,1
-1.0324689726098533,-1.0194778316576736,-2.2173089054711967,-2.1691709112490494,0.8512333705208499,4.27560213094241,1.062631673678995,2.303271931809284,1.4943366208944862,-0.9763209208171137,0.9747065973389886,-2.6717142433836316,0.7314376296650273,3.656934871174376,1.8932601249246577,-0.22587052985729628,-0.39230858817025294,0.7150218608331843,0.354826829520639,1.0973012889525897,1
1.2992253845071091,-0.0994724027795285,0.07208750410662172,-1.7324643379404927,-0.33257312833496894,1.673016243022254,1.5642902635270133,-2.852606219142023,0.6707183224357742,-0.2211296212010192,-1.5652379153750766,-1.7230162191325151,3.5643450341773804,-1.8571805800716974,1.5593874918504773,0.3352962439486392,-1.3021335640069658,-3.1134584491917123,0.48230842425577825,-0.5493628701120722,1
